Linux 5.4.0-77-generic (ubuntu-dev-01) 	08/15/2021 	_x86_64_	(1 CPU)

02:37:57 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:10:58 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:11:03 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:11:08 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:11:13 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:11:18 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:11:23 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:11:28 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:11:33 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:11:38 AM     all      0.20      0.00      1.01      0.00      0.00     98.79
03:11:43 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:11:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:11:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:11:58 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:12:03 AM     all      0.40      0.00      0.00      0.00      0.00     99.60
03:12:08 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:12:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:12:18 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:12:23 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:12:28 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:12:33 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:12:38 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:12:43 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:12:48 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:12:53 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:12:58 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:13:03 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:13:08 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:13:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:13:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:13:23 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:13:28 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:13:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:13:38 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:13:43 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:13:48 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:13:53 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:13:58 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:14:03 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:14:08 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:14:13 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:14:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:14:23 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:14:28 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:14:33 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:14:38 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:14:43 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:14:48 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:14:53 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:14:58 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:15:03 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:15:08 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:15:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:15:18 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:15:23 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:15:28 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:15:33 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:15:38 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:15:43 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:15:48 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:15:53 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:15:58 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:16:03 AM     all      0.40      0.00      0.20      0.00      0.00     99.40
03:16:08 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:16:13 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:16:18 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:16:23 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:16:29 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:16:34 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:16:39 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:16:44 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:16:49 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:16:54 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:16:59 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:17:04 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:17:09 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:17:14 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:17:19 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:17:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:17:29 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:17:34 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:17:39 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:17:44 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:17:49 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:17:54 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:17:59 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:18:04 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:18:09 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:18:14 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:18:19 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:18:24 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:18:29 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:18:34 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:18:39 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:18:44 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:18:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:18:54 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:18:59 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:19:04 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:19:09 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:19:14 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:19:19 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:19:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:19:29 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:19:34 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:19:39 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:19:44 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:19:49 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:19:54 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:19:59 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:20:04 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:20:09 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:20:14 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:20:19 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:20:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:20:29 AM     all      0.20      0.00      0.20      0.00      0.00     99.59
03:20:34 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:20:39 AM     all      7.24      0.00      3.62      0.20      0.00     88.93
03:20:44 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:20:49 AM     all     21.53      0.00     24.75      1.21      0.00     52.52
03:20:54 AM     all      3.43     13.71      1.01      0.00      0.00     81.85
03:20:59 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:21:04 AM     all      0.41      0.00      1.23      0.00      0.00     98.36
03:21:09 AM     all      0.21      0.00      1.68      0.00      0.00     98.11
03:21:14 AM     all      0.21      0.00      1.45      0.00      0.00     98.35
03:21:19 AM     all      0.81      0.00      1.21      0.00      0.00     97.98
03:21:24 AM     all      0.00      0.00      1.01      0.20      0.00     98.79
03:21:29 AM     all      0.00      0.00      0.41      0.00      0.00     99.59
03:21:34 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:21:39 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:21:44 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:21:49 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:21:54 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:21:59 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:22:04 AM     all      0.20      0.00      0.40      0.00      0.00     99.39
03:22:09 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:14 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:19 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:22:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:29 AM     all      0.40      0.00      0.20      0.00      0.00     99.39
03:22:34 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:39 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:22:44 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:22:54 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:22:59 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:23:04 AM     all      0.40      0.00      0.20      0.00      0.00     99.40
03:23:09 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:23:14 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:23:19 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:23:24 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:23:29 AM     all      0.20      0.00      0.20      0.00      0.00     99.59
03:23:34 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:23:39 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:23:44 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:23:49 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:23:54 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:23:59 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:24:04 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:24:09 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:24:14 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:24:19 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:24:24 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:24:29 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:24:34 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:24:39 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:24:44 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:24:49 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:24:54 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:24:59 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:25:04 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:25:09 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:14 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:25:19 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:24 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:25:29 AM     all      0.20      0.00      0.20      0.00      0.00     99.59
03:25:34 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:25:39 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:25:44 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:25:49 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:25:54 AM     all      0.20      0.00      0.40      0.00      0.00     99.39
03:25:59 AM     all      0.20      0.00      0.40      0.00      0.00     99.39
03:26:04 AM     all      0.40      0.00      0.00      0.00      0.00     99.60
03:26:09 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:26:14 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:26:19 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:26:24 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:26:29 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:26:34 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:26:39 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:26:44 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:26:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:26:54 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:26:59 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:27:04 AM     all      0.40      0.00      0.40      0.00      0.00     99.20
03:27:09 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:27:14 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:27:19 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:27:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:27:29 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:27:34 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:27:39 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:27:44 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:27:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:27:54 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:27:59 AM     all      0.20      0.00      0.60      0.00      0.00     99.20
03:28:04 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:28:09 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:28:14 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:28:19 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:28:24 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:28:29 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:28:34 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:28:39 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:28:44 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:28:49 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:28:54 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:28:59 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:29:04 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:29:09 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:29:14 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:29:19 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:29:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:29:29 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:29:34 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:29:39 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:29:44 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:29:49 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:29:54 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:29:59 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:30:04 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:30:09 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:30:14 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:30:19 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:30:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:30:29 AM     all      0.20      0.00      0.20      0.00      0.00     99.59
03:30:34 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:30:39 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:30:44 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:30:49 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:30:54 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:30:59 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:31:04 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:31:09 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:31:14 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:31:19 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:31:24 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:31:29 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:31:34 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:31:39 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:31:44 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:31:49 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:31:54 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:31:59 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:32:04 AM     all      0.40      0.00      0.40      0.00      0.00     99.19
03:32:09 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:32:14 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:32:19 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:32:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:32:29 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:32:34 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:32:39 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:32:44 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:32:49 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:32:54 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:32:59 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:33:04 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:33:09 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:33:14 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:33:19 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:33:24 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:33:29 AM     all      0.00      0.00      0.41      0.00      0.00     99.59
03:33:34 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:33:39 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:33:44 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:33:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:33:54 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:33:59 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:34:04 AM     all      0.40      0.00      0.20      0.00      0.00     99.40
03:34:09 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:34:14 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:34:19 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:34:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:34:29 AM     all      0.40      0.00      0.20      0.00      0.00     99.39
03:34:34 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:34:39 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:34:44 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:34:49 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:34:54 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:34:59 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:35:04 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:35:09 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:35:14 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:35:19 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:35:24 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:35:29 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:35:34 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:35:39 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:35:44 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:35:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:35:54 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:35:59 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:36:04 AM     all      0.40      0.00      0.20      0.00      0.00     99.39
03:36:09 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:36:14 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:36:19 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:36:24 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:36:29 AM     all      0.20      0.00      0.20      0.00      0.00     99.59
03:36:34 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:36:39 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:36:44 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:36:49 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:36:54 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:36:59 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:37:04 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:37:09 AM     all      0.00      0.00      0.60      0.00      0.00     99.40
03:37:14 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:37:19 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:37:24 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:37:29 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:37:34 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:37:39 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:37:44 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:37:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:37:54 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:37:59 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:38:04 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:38:09 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:38:14 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:38:19 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:38:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:38:29 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:38:34 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:38:39 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:38:44 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:38:49 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:38:54 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:38:59 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:39:04 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:39:09 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:39:14 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:39:19 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:39:24 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:39:29 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:39:34 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:39:39 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:39:44 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:39:49 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:39:54 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:39:59 AM     all      0.20      0.00      0.40      0.00      0.00     99.40
03:40:04 AM     all      0.40      0.00      0.00      0.00      0.00     99.60
03:40:09 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:40:14 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:40:19 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:40:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:40:29 AM     all      0.00      0.00      0.41      0.00      0.00     99.59
03:40:34 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:40:39 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:40:44 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:40:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:40:54 AM     all      0.00      0.00      0.60      0.00      0.00     99.40
03:40:59 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:41:04 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:41:09 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:41:14 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:41:19 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:41:24 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:41:29 AM     all      0.20      0.00      0.40      0.00      0.00     99.39
03:41:34 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:41:39 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:41:44 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:41:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:41:54 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:41:59 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
03:42:04 AM     all      0.40      0.00      0.00      0.00      0.00     99.60
03:42:09 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:42:14 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:42:19 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:42:24 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:42:29 AM     all      0.20      0.00      0.20      0.00      0.00     99.59
03:42:34 AM     all      0.00      0.00      0.60      0.00      0.00     99.40
03:42:39 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:42:44 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:42:49 AM     all      0.20      0.00      0.20      0.00      0.00     99.60
03:42:54 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:42:59 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:43:04 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:43:09 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:43:14 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:43:19 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:43:24 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:43:29 AM     all      0.20      0.00      0.20      0.00      0.00     99.59
03:43:34 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:43:39 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:43:44 AM     all      0.00      0.00      0.40      0.00      0.00     99.60
03:43:49 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
03:43:54 AM     all      0.00      0.00      0.20      0.00      0.00     99.80
03:43:59 AM     all      0.20      0.00      0.00      0.00      0.00     99.80
